DOI
10.5880/WSM.2016.001
10.5880/ICGEM.2016.007
10.5880/PIK.2019.004
10.5880/WSM.2016.002
10.5880/GFZ.GRACEFO_06_GSM
10.5880/GFZ.1.4.2016.001
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/KP.0001
10.5880/ICGEM.2015.1
10.5880/RIESGOS.2021.003
10.5880/WSM.2016.001
10.5880/WSM.2016.002
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/GFZ.GRACEFO_06_GSM
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.2015.1
10.5880/KP.0001
10.5880/RIESGOS.2021.003
10.5880/WSM.2016.001
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.002
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.COST-G.001
10.5880/ICGEM.2015.1
10.5880/RIESGOS.2021.003
10.5880/WSM.2016.001
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.002
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.COST-G.001
10.5880/ICGEM.2015.1
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.GRACEFO_06_GSM
10.5880/ICGEM.2018.003
10.5880/GFZ.1.4.2016.001
10.5880/WSM.2016.002
10.5880/PIK.2019.004
10.5880/PIK.2019.018
10.5880/ICGEM.2019.006
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/ICGEM.2018.003
10.5880/WSM.2016.002
10.5880/GFZ.GRACEFO_06_GSM
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.2019.006
10.5880/KP.0001
10.5880/GFZ.1.1.2020.001
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/ICGEM.2018.003
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.002
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.2019.006
10.5880/PIK.2019.018
10.5880/KP.0001
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.001
10.5880/WSM.2016.002
10.5880/GFZ.1.4.2016.001
10.5880/ICGEM.2019.006
10.5880/ICGEM.2016.009
10.5880/ICGEM.COST-G.001
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/ICGEM.2018.003
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.002
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.1.4.2016.001
10.5880/FIDGEO.2021.014
10.5880/ICGEM.2019.006
10.5880/KP.0001
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.GRACEFO_06_GSM
10.5880/ICGEM.2018.003
10.5880/WSM.2016.001
10.5880/GFZ.1.4.2016.001
10.5880/WSM.2016.002
10.5880/PIK.2019.004
10.5880/FIDGEO.2021.014
10.5880/ICGEM.2019.006
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/ICGEM.2018.003
10.5880/GFZ.GRACEFO_06_GSM
10.5880/WSM.2016.002
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.1.4.2016.001
10.5880/FIDGEO.2021.014
10.5880/ICGEM.2019.006
10.5880/KP.0001
10.5880/GEOFON.GFZ2011EUNZ
10.5880/HA-ARBODAT_AK134
10.5880/GEOFON.GFZ2010XZUV
10.5880/TERENO.GFZ.2018.030
10.5880/GEOFON.GFZ2014CHOS
10.5880/GEOFON.GFZ2014AYXF
10.5880/GEOFON.GFZ2013CSHH
10.5880/GEOFON.GFZ2014ICHY
10.5880/ISG.2019.013
10.5880/GEOFON.GFZ2013NVPP
10.5880/ICGEM.2016.007
10.5880/WSM.2016.001
10.5880/GFZ.1.4.2016.001
10.5880/GFZ.GRACE_06_GSM
10.5880/ICGEM.2018.003
10.5880/WSM.2016.002
10.5880/GFZ.GRACEFO_06_GSM
10.5880/FIDGEO.2023.008
10.5880/PIK.2019.004
10.5880/KP.0001
10.5880/ICGEM.2016.007
10.5880/GFZ.GRACE_06_GSM
10.5880/GFZ.GRACEFO_06_GSM
10.5880/ICGEM.2018.003
10.5880/WSM.2016.001
10.5880/GFZ.1.4.2016.001
10.5880/WSM.2016.002
10.5880/PIK.2019.004
10.5880/FIDGEO.2021.014
10.5880/ICGEM.2019.006
